Transaction unique identifier,Price,Date of Transfer,Property Type,Old/New,Duration,Town/City,District,County,PPDCategory Type,Record Status - monthly file only
{C39E1FCB-8FF2-4EB7-B7A5-83B6E6D44BB9},45700,1995-11-10 00:00,T,N,F,FOLKESTONE,SHEPWAY,KENT,A,A
{91A8DD8D-3874-4532-9612-83B6EBB7F6B3},17000,1995-06-28 00:00,S,N,F,DONCASTER,BASSETLAW,NOTTINGHAMSHIRE,A,A
{3A5DA88C-F0CC-44BD-9542-83B7065A8EC8},74000,1995-08-18 00:00,D,N,F,CHESTER,ALYN AND DEESIDE,CLWYD,A,A
{B8FAE8EA-350D-45A2-AE90-83B71485C735},39500,1995-01-13 00:00,S,N,F,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{3639489A-69D0-4872-A19D-91F63E5CA203},200500,1995-11-20 00:00,D,N,F,LONDON,LEWISHAM,GREATER LONDON,A,A
{C243A331-A8F8-4740-A7D3-91F6545ADA79},76500,1995-04-28 00:00,T,N,F,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A
{F238A73D-8004-48B1-87F3-873969E4B3D7},38000,1995-11-02 00:00,F,N,L,SOUTHAMPTON,TEST VALLEY,HAMPSHIRE,A,A
{25413DC3-A051-4961-8B63-8739805763B7},49995,1995-04-10 00:00,S,Y,F,BURRY PORT,LLANELLI,DYFED,A,A
{18743268-298E-4F51-B635-8739A67CA51A},225000,1995-07-28 00:00,D,N,F,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,A,A
{DA71B084-7199-4464-A136-8739A6B257CA},12000,1995-08-14 00:00,T,N,F,MAESTEG,OGWR,MID GLAMORGAN,A,A
{0F97BE9C-AE83-4B6C-8370-8E647A5A25FC},110000,1995-01-12 00:00,S,N,F,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON,A,A
{9099F8FE-E978-405F-822F-8E647B951EB6},33500,1995-11-01 00:00,T,N,F,BRADFORD,BRADFORD,WEST YORKSHIRE,A,A
{28826C57-C241-453A-9766-8E64A4A8545F},28000,1995-10-27 00:00,S,N,F,WEDNESBURY,WALSALL,WEST MIDLANDS,A,A
{E82E3913-161E-4842-93D7-83B73DBDB107},32000,1995-12-15 00:00,T,N,F,DARWEN,BLACKBURN,LANCASHIRE,A,A
{73B86192-7899-4BA2-9CD4-83B7538E6724},58000,1995-09-29 00:00,S,N,F,POOLE,POOLE,POOLE,A,A
{C42B9D03-4748-45FE-9EE9-83B75D8F852D},42500,1995-10-27 00:00,T,N,L,TADLEY,BASINGSTOKE AND DEANE,HAMPSHIRE,A,A
{793AC141-840C-49EB-B302-91F67C8C4C71},33250,1995-03-03 00:00,D,N,F,HEYWOOD,ROCHDALE,GREATER MANCHESTER,A,A
{7790C253-93CD-4DEE-84AA-91F685900B33},43000,1995-01-24 00:00,S,N,F,WAKEFIELD,WAKEFIELD,WEST YORKSHIRE,A,A
{8600597D-2011-4E8A-89D8-91F68EA30AAF},103540,1995-12-21 00:00,F,Y,L,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A
{364C5494-2510-4926-A91F-91F69751B84A},116250,1995-09-01 00:00,D,Y,F,CRICKHOWELL,BRECKNOCK,POWYS,A,A
{5D199D1C-E9BF-4C5B-89AE-91F6ACEEFB90},94995,1995-06-30 00:00,D,Y,F,BRAINTREE,BRAINTREE,ESSEX,A,A
{06BB6614-E8FA-4004-8541-8AC54618E55D},51000,1995-08-09 00:00,S,N,F,RIPON,HARROGATE,NORTH YORKSHIRE,A,A
{5DCFB3C7-97A1-4044-BAF4-8AC551260A98},14000,1995-06-16 00:00,T,N,F,BURNLEY,BURNLEY,LANCASHIRE,A,A
{557E6D14-882E-44D2-A5A0-8AC55F07F600},66500,1995-07-28 00:00,S,N,F,EDGWARE,BARNET,GREATER LONDON,A,A
{E90519A1-F7AB-4EAE-959D-8AC55F556AD1},10500,1995-10-24 00:00,F,N,L,LIVERPOOL,LIVERPOOL,MERSEYSIDE,A,A
{D2490883-712E-4EFD-810C-8AC564CDB96D},57000,1995-01-27 00:00,D,N,F,MOUNTAIN ASH,CYNON VALLEY,MID GLAMORGAN,A,A
{118BFD76-D73F-4F76-9D76-8AC56F9DFCB0},83000,1995-11-10 00:00,S,N,F,CRAWLEY,MID SUSSEX,WEST SUSSEX,A,A
{B5F145FC-FB4E-41D9-A941-8739BAED309E},142500,1995-11-30 00:00,D,N,F,ALTON,EAST HAMPSHIRE,HAMPSHIRE,A,A
{655A9EF7-D883-4329-A2B2-8739D0BB7C84},58500,1995-08-25 00:00,T,N,F,NEWCASTLE,NEWCASTLE-UNDER-LYME,STAFFORDSHIRE,A,A
{38535016-7CBD-46F1-89F3-8E64C94DFE6A},71000,1995-06-16 00:00,D,Y,F,BOURNE,SOUTH KESTEVEN,LINCOLNSHIRE,A,A
{5272C74A-92E3-45A5-9BA2-8E64DA0A1FCC},51000,1995-09-29 00:00,T,N,F,ST. IVES,PENWITH,CORNWALL,A,A
{65F4D731-EFC9-420C-A294-83B79FF4950D},67000,1995-04-21 00:00,D,N,F,KETTERING,KETTERING,NORTHAMPTONSHIRE,A,A
{075771B3-5DD8-4434-A8C1-91F6CEB3531A},29950,1995-01-27 00:00,F,N,L,NORWICH,NORWICH,NORFOLK,A,A
{73D59523-B702-4F08-B16A-91F6D6684864},56000,1995-09-01 00:00,S,N,F,ANDOVER,TEST VALLEY,HAMPSHIRE,A,A
{1B0AED25-50B8-4F2B-8062-91F6D822878F},55000,1995-07-24 00:00,S,N,L,BRIDGEND,OGWR,MID GLAMORGAN,A,A
{DBB92F8F-7964-4223-BF96-8AC594FD60EB},98000,1995-08-16 00:00,D,N,F,CLEETHORPES,CLEETHORPES,HUMBERSIDE,A,A
{189FBF33-2111-41E2-ACCD-8AC5A0E0AE8F},20000,1995-10-27 00:00,T,N,F,BURTON-ON-TRENT,EAST STAFFORDSHIRE,STAFFORDSHIRE,A,A
{8911FC24-DAE5-4598-B7A5-8AC5AECAA52A},52000,1995-05-25 00:00,T,N,F,GOSPORT,GOSPORT,HAMPSHIRE,A,A
{47DCEE64-E22B-4BBD-8C63-8739F8222B85},38500,1995-02-27 00:00,T,N,F,DEWSBURY,KIRKLEES,WEST YORKSHIRE,A,A
{D5142735-627E-4639-BEF6-8739FE0B0D72},36950,1995-11-30 00:00,T,Y,L,MANCHESTER,MANCHESTER,GREATER MANCHESTER,A,A
{C0B5B10A-D4BB-4B81-9FA2-873A0CC96EDF},66000,1995-03-17 00:00,D,N,F,WAKEFIELD,WAKEFIELD,WEST YORKSHIRE,A,A
{B5430F40-F7AB-43CB-89BA-873A0F35EE06},32000,1995-03-31 00:00,T,N,F,NORTHAMPTON,NORTHAMPTON,NORTHAMPTONSHIRE,A,A
{2080E3F2-E936-40D2-A4F9-873A2881D81B},111000,1995-08-17 00:00,D,N,F,LONGFIELD,SEVENOAKS,KENT,A,A
{9A5EDB3E-5933-4939-93FB-8E64F6C2EA9B},183000,1995-05-30 00:00,S,N,F,LONDON,HACKNEY,GREATER LONDON,A,A
{FE4859D7-1F23-4672-BB7D-8E64FB334F48},35000,1995-09-29 00:00,S,N,F,RUSHDEN,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,A,A
{2D9A2FA5-935E-42A5-91F9-8E64FF528A0F},57500,1995-03-31 00:00,S,N,F,DAVENTRY,DAVENTRY,NORTHAMPTONSHIRE,A,A
{B7418647-C1DA-47F3-900D-8E65016F9505},29750,1995-06-30 00:00,T,N,L,NEWTON ABBOT,TEIGNBRIDGE,DEVON,A,A
{413113F5-4E8F-4335-A71C-8E652FDF7CF5},25500,1995-11-30 00:00,S,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{A577E1CE-1E7F-48A7-AF1A-83B7CE41068C},125000,1995-01-17 00:00,D,N,F,PENZANCE,PENWITH,CORNWALL,A,A
{E82848A5-1780-4D6F-AF4F-83B7D3D0795E},47500,1995-06-30 00:00,S,N,F,LIVERPOOL,KNOWSLEY,MERSEYSIDE,A,A
{C62AC90F-CA46-4767-B995-83B7E837CDE1},35000,1995-12-01 00:00,S,N,F,LEICESTER,CHARNWOOD,LEICESTERSHIRE,A,A
{19719102-48B3-405B-B1F8-83B7F73DD689},26500,1995-09-22 00:00,T,N,F,RIPLEY,AMBER VALLEY,DERBYSHIRE,A,A
{EF1E6035-243E-4A71-957E-91F6E670645F},59500,1995-07-28 00:00,T,N,F,LONGFIELD,SEVENOAKS,KENT,A,A
{5B71326C-4F5F-48DC-BC21-91F6E807D94B},87950,1995-11-30 00:00,F,N,L,LONDON,GREENWICH,GREATER LONDON,A,A
{E09C2060-EDE3-4219-9A9C-91F7057BB2F8},217500,1995-12-08 00:00,D,N,F,ROSS-ON-WYE,SOUTH HEREFORDSHIRE,HEREFORD AND WORCESTER,A,A
{92B11D85-2492-47A9-9542-91F7185B0D9E},64000,1995-07-31 00:00,S,N,F,WATFORD,THREE RIVERS,HERTFORDSHIRE,A,A
{65927E39-9104-4FCC-B7AF-8AC5CA92D129},43500,1995-02-10 00:00,F,N,L,BOREHAMWOOD,HERTSMERE,HERTFORDSHIRE,A,A
{EBDF16FC-1416-481C-A794-8AC5D6547C0B},29950,1995-07-26 00:00,F,Y,L,WADEBRIDGE,NORTH CORNWALL,CORNWALL,A,A
{46759517-83DB-41BC-A259-873A459BD17A},115000,1995-02-28 00:00,F,N,L,CHICHESTER,CHICHESTER,WEST SUSSEX,A,A
{2185C17C-5C28-4FA0-B95F-873A4E237190},37000,1995-06-30 00:00,T,N,L,MANCHESTER,BURY,GREATER MANCHESTER,A,A
{0FEF97B1-AB72-4E31-A458-873A5540AE3C},56000,1995-04-28 00:00,S,Y,F,BICESTER,CHERWELL,OXFORDSHIRE,A,A
{73A04D3D-445E-4CF1-A219-873A63C686F8},66750,1995-07-14 00:00,S,N,L,SOLIHULL,SOLIHULL,WEST MIDLANDS,A,A
{4E2504C3-F95C-456A-BA78-8E653CC00275},34000,1995-01-16 00:00,T,N,F,NORTHAMPTON,NORTHAMPTON,NORTHAMPTONSHIRE,A,A
{559E8EA5-8676-4410-80AF-8E65597FD282},81500,1995-01-20 00:00,T,N,F,MELTON CONSTABLE,NORTH NORFOLK,NORFOLK,A,A
{139A371D-F62E-426F-AFDE-8E656E3E1493},51500,1995-04-07 00:00,S,N,F,WITHAM,BRAINTREE,ESSEX,A,A
{20AF842B-5DC2-4537-831F-8E657EBD067B},64750,1995-05-26 00:00,S,N,F,WITHAM,BRAINTREE,ESSEX,A,A
{F9059A48-F872-4B00-A7C4-83B8088E8B17},46000,1995-11-10 00:00,F,N,L,READING,READING,READING,A,A
{3E12AA08-03E0-4DC5-A7CA-83B808C0E217},29000,1995-03-31 00:00,T,N,F,KETTERING,KETTERING,NORTHAMPTONSHIRE,A,A
{E93A908B-F8F0-49B1-AB61-83B81B16A552},90000,1995-05-12 00:00,S,N,F,ILKLEY,BRADFORD,WEST YORKSHIRE,A,A
{5C2DF27C-47F3-4BF5-8AE0-83B82ADCC1DB},160000,1995-07-21 00:00,D,N,F,SANDBACH,CONGLETON,CHESHIRE,A,A
{D0EE39A8-B8B6-4B8C-950B-83B83D5659D9},68000,1995-10-17 00:00,D,N,F,NEWENT,FOREST OF DEAN,GLOUCESTERSHIRE,A,A
{FC7FC7E1-EE76-48BC-9D24-91F726559986},31000,1995-06-14 00:00,F,N,L,BILLERICAY,BASILDON,ESSEX,A,A
{1ACF71E6-9FDB-4DC0-B7D5-91F746010EDC},69000,1995-08-21 00:00,S,N,F,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A
{6B79D73B-7EAD-491C-9D04-8AC62251E1A5},132651,1995-01-20 00:00,D,Y,F,BEDFORD,NORTH BEDFORDSHIRE,BEDFORDSHIRE,A,A
{B8B71462-599E-4180-88F1-8AC63A0B8CCD},52000,1995-08-10 00:00,T,N,F,NOTTINGHAM,BROXTOWE,NOTTINGHAMSHIRE,A,A
{5374B1BB-2B62-4595-9600-873A815C8E93},51500,1995-01-20 00:00,S,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{0A833A53-5F28-43C2-B4D2-873A8F95CAF5},43500,1995-12-15 00:00,T,N,F,ROCHESTER,ROCHESTER UPON MEDWAY,KENT,A,A
{62B105E8-9420-4867-8B55-8E65B4483A21},102500,1995-07-28 00:00,D,N,F,CHICHESTER,CHICHESTER,WEST SUSSEX,A,A
{F958D2B6-F2D1-4104-B53E-8E65B5AABE77},49000,1995-06-30 00:00,S,N,F,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,A,A
{9731C13D-BA93-4852-B64B-8E65BBBB28F4},36000,1995-01-31 00:00,T,N,F,NEWPORT,NEWPORT,NEWPORT,A,A
{CAE714B5-5C4E-41FB-98B4-83B8477C29BB},38000,1995-09-29 00:00,T,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{47CF1582-E826-42B1-8D79-83B84DC38487},102000,1995-08-25 00:00,D,N,F,BIRMINGHAM,SANDWELL,WEST MIDLANDS,A,A
{5CE272EC-F6D0-4581-BA61-83B853CB25D4},75000,1995-12-15 00:00,D,Y,F,WORKSOP,BASSETLAW,NOTTINGHAMSHIRE,A,A
{06921D23-1DD1-4A25-BD3E-83B858F1A627},28500,1995-09-29 00:00,T,N,F,OSSETT,WAKEFIELD,WEST YORKSHIRE,A,A
{1B40A6D3-0C66-413F-9D94-83B862B69E9C},270000,1995-09-01 00:00,F,N,L,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4F2D686E-4F1A-4FB4-B594-83B866B2DA8B},30000,1995-04-10 00:00,T,N,F,NEWCASTLE,NEWCASTLE-UNDER-LYME,STAFFORDSHIRE,A,A
{2D216CFE-B46A-4E44-957E-83B86D0CC0B4},35000,1995-07-07 00:00,T,N,F,NORWICH,NORWICH,NORFOLK,A,A
{23240B3D-C6E4-4268-899A-91F768FE97F2},35000,1995-09-25 00:00,S,N,L,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{1CFE3A62-9B34-4AC7-8D45-21D42509F2E3},54500,1995-05-26 00:00,T,N,L,SOUTHAMPTON,EASTLEIGH,HAMPSHIRE,A,A
{1FE84F4A-6DD3-4E0C-8483-171D7CA25FA2},110000,1995-01-03 00:00,D,N,F,LONDON,SOUTHWARK,GREATER LONDON,A,A
{E7B6D43E-CBFB-485D-9052-171D8E453660},66000,1995-11-30 00:00,D,N,F,DERBY,DERBY,DERBYSHIRE,A,A
{37494E2A-3AFE-42D5-8C0C-171D95B08F5E},40000,1995-05-05 00:00,T,N,F,KETTERING,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,A,A
{72E713C4-B2CD-4758-9EA1-171D982AE0B0},83950,1995-03-31 00:00,D,Y,F,WARRINGTON,WARRINGTON,WARRINGTON,A,A
{B66F0A89-C53D-471C-B68A-171D9851E6B4},53000,1995-03-06 00:00,S,N,F,ST. IVES,HUNTINGDONSHIRE,CAMBRIDGESHIRE,A,A
{6F2272CA-28F9-4FE1-A9D9-25693FB8F3AF},54500,1995-09-22 00:00,D,N,F,WORCESTER,WYCHAVON,WORCESTERSHIRE,A,A
{BD53846E-59D5-4A0F-ABEC-256940F242B8},80500,1995-09-22 00:00,D,N,F,BURNLEY,BURNLEY,LANCASHIRE,A,A
{B745D911-8E7E-4844-AEB2-25695BC2ADC0},36000,1995-07-26 00:00,T,N,F,CASTLEFORD,WAKEFIELD,WEST YORKSHIRE,A,A
{DAA78D5E-266A-4D15-81A9-1AB4C34FBE0F},55000,1995-08-18 00:00,S,N,F,BROADSTAIRS,THANET,KENT,A,A
{7BA7409E-F389-48D4-BFC4-1AB4E1AAD4B0},59500,1995-06-23 00:00,S,N,F,LIVERPOOL,SEFTON,MERSEYSIDE,A,A
{54862E3C-2696-46B6-AD62-1E42D6CF7518},44000,1995-07-07 00:00,T,N,F,SMETHWICK,SANDWELL,WEST MIDLANDS,A,A
{3BFCD3C9-3F45-4A66-82B3-171DB9ECC945},39000,1995-09-29 00:00,T,N,F,YORK,YORK,YORK,A,A
{656BE691-F754-4F35-A490-171DB9F5896C},47000,1995-08-25 00:00,D,N,F,CANNOCK,CANNOCK CHASE,STAFFORDSHIRE,A,A
{6CB29D65-7760-45A7-B955-171DCB2A5299},71500,1995-09-07 00:00,D,Y,F,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE,A,A
{BF1EB457-F8C8-48C9-BCD9-256970BCCC49},45000,1995-02-01 00:00,F,N,L,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{1427809B-FFF9-4607-9A88-2569793C7D63},47000,1995-08-08 00:00,T,N,F,HAVANT,HAVANT,HAMPSHIRE,A,A
{58E24C40-C83D-4D4D-B1B6-256980A9AE5C},49500,1995-08-25 00:00,S,N,F,SANDWICH,DOVER,KENT,A,A
{DA05CD1D-0685-4420-A4F2-256981DCA009},53500,1995-02-15 00:00,S,N,F,AYLESBURY,AYLESBURY VALE,BUCKINGHAMSHIRE,A,A
{C6D2302F-E0F4-449B-B6A2-1AB4FCE70CFA},32500,1995-09-20 00:00,T,N,L,WIGAN,WIGAN,GREATER MANCHESTER,A,A
{F3CBFE1E-F4BC-426F-BF0C-1AB51E89CC29},118000,1995-06-27 00:00,D,N,F,ADDLESTONE,RUNNYMEDE,SURREY,A,A
{15FD7383-4A6E-4320-A478-1AB530D9639C},134500,1995-09-29 00:00,D,Y,F,WETHERBY,LEEDS,WEST YORKSHIRE,A,A
{0D3CE1B1-AD6E-4C10-B2A7-1AB5370C4734},68000,1995-03-03 00:00,S,N,F,FOLKESTONE,SHEPWAY,KENT,A,A
{6DB12175-E179-4F0A-A120-21D486C3E9C0},47000,1995-12-08 00:00,S,N,F,BRISTOL,SOUTH GLOUCESTERSHIRE,SOUTH GLOUCESTERSHIRE,A,A
{BE45B9F5-7732-4E16-9AED-21D48C79D31C},108000,1995-07-24 00:00,S,N,F,SOUTH CROYDON,CROYDON,GREATER LONDON,A,A
{25902710-7498-452F-AE78-21D497F9A9A2},143000,1995-11-17 00:00,S,N,F,NEW MALDEN,MERTON,GREATER LONDON,A,A
{3FE9224E-8CB5-4399-A719-1E4322BA5A0A},82000,1995-08-21 00:00,D,N,F,KETTERING,KETTERING,NORTHAMPTONSHIRE,A,A
{20D28739-54EC-4A8F-81C5-1E4322DD9E5F},60000,1995-04-18 00:00,S,N,F,WEMBLEY,BRENT,GREATER LONDON,A,A
{4A645600-294B-44A9-A927-171E0171443B},35000,1995-01-25 00:00,F,Y,L,LANCING,ADUR,WEST SUSSEX,A,A
{01DC8003-42A7-47DE-A35B-171E174937CD},73000,1995-04-27 00:00,S,N,F,WOKINGHAM,WOKINGHAM,WOKINGHAM,A,A
{0CB954AF-9CA7-4A2A-9476-171E1BA845B3},48000,1995-02-17 00:00,S,N,F,TROWBRIDGE,WEST WILTSHIRE,WILTSHIRE,A,A
{77B3042D-FA2A-4E73-B5B6-2569BFFACD48},39950,1995-08-16 00:00,T,N,F,SOUTHEND-ON-SEA,SOUTHEND-ON-SEA,SOUTHEND-ON-SEA,A,A
{66580486-621E-436F-9278-2569C564A49A},108000,1995-02-24 00:00,D,Y,F,SCUNTHORPE,GLANFORD,HUMBERSIDE,A,A
{874E5BBF-B47E-4A40-83F3-2569DAFD0C54},180000,1995-03-29 00:00,D,N,F,DARTMOUTH,SOUTH HAMS,DEVON,A,A
{575B9B40-9F85-42CC-BC01-2569EE18BADB},49000,1995-05-10 00:00,S,N,F,BORDON,EAST HAMPSHIRE,HAMPSHIRE,A,A
{9BB4BFB2-9B9D-4012-995E-1AB546131AD3},60000,1995-06-05 00:00,S,N,L,STOCKPORT,MACCLESFIELD,CHESHIRE,A,A
{961603A6-87C2-4520-A9A4-1AB561CA82D5},42000,1995-04-29 00:00,F,N,L,WARE,EAST HERTFORDSHIRE,HERTFORDSHIRE,A,A
{F0C081F8-E2A9-49D8-ACB2-1AB5630F9190},86000,1995-11-24 00:00,D,N,F,SELBY,BOOTHFERRY,HUMBERSIDE,A,A
{21907359-B2FB-4AA7-95F5-1AB57EA43F33},110000,1995-09-15 00:00,S,N,F,LONDON,BARNET,GREATER LONDON,A,A
{F14181F1-4971-4866-A336-21D4B5D865C8},92000,1995-09-28 00:00,D,N,F,SANDOWN,ISLE OF WIGHT,ISLE OF WIGHT,A,A
{FBBBE34A-6B18-40A1-8AAA-21D4FA2B0FEF},46000,1995-11-24 00:00,S,N,F,NEWPORT PAGNELL,MILTON KEYNES,MILTON KEYNES,A,A
{65A0B092-E27D-4CBA-A154-1E4364BD926C},84000,1995-08-03 00:00,T,Y,F,HORSHAM,HORSHAM,WEST SUSSEX,A,A
{71A70F56-09E6-4B7F-A37E-1E436850A846},35000,1995-12-01 00:00,T,N,F,HULL,KINGSTON UPON HULL,HUMBERSIDE,A,A
{DD9702AA-545D-46AE-A590-1E4370EE0646},51500,1995-07-31 00:00,S,N,F,HALIFAX,CALDERDALE,WEST YORKSHIRE,A,A
{F032BDE6-F9EC-46BF-B86C-171E478FD2E2},8500,1995-07-17 00:00,F,N,L,FOLKESTONE,SHEPWAY,KENT,A,A
{CCB2E8C0-D963-47D0-8036-171E4CFBD59F},76000,1995-07-14 00:00,T,N,F,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A
{A950B033-B7D4-4194-A9EC-2569F8D148B9},32500,1995-11-17 00:00,S,N,F,NOTTINGHAM,ASHFIELD,NOTTINGHAMSHIRE,A,A
{5C995F4B-FEC2-4FE4-ABF2-256A21B98464},113000,1995-12-20 00:00,D,N,F,BEXHILL-ON-SEA,ROTHER,EAST SUSSEX,A,A
{E2323A65-8E08-4D0C-A2D9-256A22B536C0},73500,1995-07-07 00:00,T,Y,F,OXFORD,OXFORD,OXFORDSHIRE,A,A
{87D93B5E-90C9-4D57-B1AA-1AB5AB62A4A2},16150,1995-12-01 00:00,S,N,F,TONYPANDY,RHONDDA,MID GLAMORGAN,A,A
{D6F302D1-69FD-4F09-9C03-1AB5BFD845EF},59950,1995-07-03 00:00,T,Y,F,CRAWLEY,CRAWLEY,WEST SUSSEX,A,A
{91781F90-E3A3-4BB3-90C5-1AB5C78E489A},60950,1995-12-19 00:00,T,N,F,LONDON,WALTHAM FOREST,GREATER LONDON,A,A
{159DA4F8-C696-4A94-8697-1AB5D0C0C1D8},68000,1995-10-30 00:00,S,N,F,HAVERFORDWEST,PRESELI PEMBROKESHIRE,DYFED,A,A
{34C57A02-D915-4839-84A9-1AB5E068451F},15000,1995-12-04 00:00,S,N,F,COVENTRY,NUNEATON AND BEDWORTH,WARWICKSHIRE,A,A
{28399992-6A34-4319-ADC1-21D5163511F5},56500,1995-11-24 00:00,S,N,F,STRATFORD-UPON-AVON,STRATFORD-ON-AVON,WARWICKSHIRE,A,A
{C87E2BAA-5193-46BB-A311-21D5282B8803},62950,1995-08-31 00:00,F,N,L,LONDON,LEWISHAM,GREATER LONDON,A,A
{105D0A16-D536-4B25-9D8F-1E4379D399B2},19500,1995-09-18 00:00,F,Y,L,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK,A,A
{0A8708FE-F72E-4CD3-A598-1E437F3DD1F5},33250,1995-11-03 00:00,T,N,F,DAVENTRY,DAVENTRY,NORTHAMPTONSHIRE,A,A
{DA349D51-666D-46DB-BFD1-1E437F5C5857},79950,1995-12-18 00:00,D,Y,F,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK,A,A
{CD385898-3AB0-4760-82E9-1E4399ABE08D},68950,1995-03-29 00:00,T,N,F,ALDERSHOT,GUILDFORD,SURREY,A,A
{A96C7950-8A92-4336-8AF1-1E439EE0576C},54000,1995-09-29 00:00,T,N,F,WATERLOOVILLE,HAVANT,HAMPSHIRE,A,A
{9D4FA477-EAB4-4109-AC6E-1E43B335E358},115000,1995-08-09 00:00,T,N,F,LONDON,HACKNEY,GREATER LONDON,A,A
{0CA58035-4F08-4F3B-8163-171E84178E9A},37500,1995-12-01 00:00,T,N,L,ACCRINGTON,HYNDBURN,LANCASHIRE,A,A
{8ECB6F3F-CA12-447E-BE3F-171E86245A80},40000,1995-01-27 00:00,S,N,F,MANSFIELD,MANSFIELD,NOTTINGHAMSHIRE,A,A
{44815635-8662-46E0-91C1-171E97AF6935},84000,1995-04-12 00:00,T,N,F,MORDEN,MERTON,GREATER LONDON,A,A
{96351A80-5472-4011-868C-171EA2A7223A},41500,1995-09-06 00:00,S,N,F,BRIXHAM,TORBAY,TORBAY,A,A
{A32C0849-B912-4592-9F05-256A6C84AD25},55000,1995-08-25 00:00,S,N,F,MACCLESFIELD,MACCLESFIELD,CHESHIRE,A,A
{22650A73-FDA9-4C3B-BCF4-256A7386CE84},87500,1995-01-16 00:00,T,N,F,LONDON,MERTON,GREATER LONDON,A,A
{89F3C969-4DB7-4600-90BA-1AB5F2A8E2BD},36000,1995-12-19 00:00,T,N,L,Y FELINHELI,ARFON,GWYNEDD,A,A
{903FB923-7C8B-4778-94DF-1AB61230A6D0},67000,1995-09-15 00:00,S,N,F,SWINDON,THAMESDOWN,THAMESDOWN,A,A
{AE23110F-B3A8-43CD-A0A8-1AB61C539781},50500,1995-09-19 00:00,S,Y,F,STONEHOUSE,STROUD,GLOUCESTERSHIRE,A,A
{3DD2460F-B24F-4155-8109-1AB625C48C32},85000,1995-11-09 00:00,D,N,F,ATHERSTONE,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{F24D087F-03BB-45AB-A950-21D543962372},35000,1995-09-15 00:00,T,N,F,BARNSTAPLE,NORTH DEVON,DEVON,A,A
{38AB3A56-EBB6-40F7-82AD-21D553F8BCA8},15500,1995-07-14 00:00,T,N,L,CWMBRAN,TORFAEN,TORFAEN,A,A
{D01A5AE7-D860-4DA5-96BC-1E43D47A1F0A},32500,1995-04-28 00:00,T,N,L,BOOTLE,SEFTON,MERSEYSIDE,A,A
{6BBE51E5-2435-4B61-9D47-1E43D8F79113},81995,1995-08-25 00:00,D,Y,F,MIDDLESBROUGH,MIDDLESBROUGH,MIDDLESBROUGH,A,A
{10762515-4753-44AD-8649-1E43DD869CA8},31250,1995-10-19 00:00,F,N,L,BENFLEET,CASTLE POINT,ESSEX,A,A
{451E2D5F-AFAE-4128-BA2A-171EA8BC15EE},23000,1995-05-30 00:00,F,N,L,READING,READING,READING,A,A
{8C08F8D7-D193-42F7-856E-171EB51EF050},115000,1995-10-13 00:00,D,N,F,BUILTH WELLS,BRECKNOCK,POWYS,A,A
{93375948-6F23-4FB8-9CA8-171EBF88CA86},114500,1995-12-16 00:00,T,N,F,GREENFORD,EALING,GREATER LONDON,A,A
{362A8CF6-9D70-42BC-A6D4-256A9F1DA660},81500,1995-06-09 00:00,D,N,F,BRIXHAM,TORBAY,TORBAY,A,A
{9A8194D2-FA4F-4985-8EE9-1AB62F993AEF},57000,1995-08-08 00:00,T,N,L,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{AB6970DF-773D-4836-9240-21D59D7464DD},40000,1995-12-15 00:00,S,N,F,UTTOXETER,EAST STAFFORDSHIRE,STAFFORDSHIRE,A,A
{B94C65A4-319F-4F5F-9E2A-21D5A55F1E44},107500,1995-04-21 00:00,S,N,F,HERTFORD,EAST HERTFORDSHIRE,HERTFORDSHIRE,A,A
{B0B88176-BF3D-46E6-8C69-21D5AC829A0A},72500,1995-01-09 00:00,S,N,F,WEMBLEY,BRENT,GREATER LONDON,A,A
{03E4BB88-1D4F-4D61-9364-1E43F8D4079D},111250,1995-08-22 00:00,T,N,F,BRISTOL,NORTHAVON,AVON,A,A
